modelId,downloads,likes,license,tags,keywords_found,readme_length,url
McGill-NLP/LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-supervised,9650,50,mit,"['peft', 'safetensors', 'text-embedding', 'embeddings', 'information-retrieval', 'beir', 'text-classification', 'language-model', 'text-clustering', 'text-semantic-similarity', 'text-evaluation', 'text-reranking', 'feature-extraction', 'sentence-similarity', 'Sentence Similarity', 'natural_questions', 'ms_marco', 'fever', 'hotpot_qa', 'mteb', 'en', 'arxiv:2404.05961', 'license:mit', 'model-index', 'region:us']","['eval', 'evaluation']",80098,https://huggingface.co/McGill-NLP/LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-supervised
parasail-ai/GritLM-7B-vllm,9295,1,apache-2.0,"['pytorch', 'safetensors', 'mistral', 'mteb', 'vllm', 'text-generation', 'conversational', 'custom_code', 'dataset:GritLM/tulu2', 'arxiv:2402.09906', 'license:apache-2.0', 'model-index', 'region:us']",['eval'],81661,https://huggingface.co/parasail-ai/GritLM-7B-vllm
jhu-clsp/ettin-encoder-150m,9216,8,mit,"['transformers', 'pytorch', 'modernbert', 'fill-mask', 'ettin', 'encoder', 'text-embeddings', 'retrieval', 'classification', 'en', 'arxiv:2507.11412', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],186,https://huggingface.co/jhu-clsp/ettin-encoder-150m
paige-ai/Virchow,9183,67,apache-2.0,"['timm', 'pytorch', 'safetensors', 'image-feature-extraction', 'PyTorch', 'license:apache-2.0', 'region:us']",['limitations'],2903,https://huggingface.co/paige-ai/Virchow
AITeamVN/Vi-Qwen2-1.5B-RAG,9176,3,apache-2.0,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'retrieval-augmented-generation', 'text-generation-inference', 'conversational', 'vi', 'base_model:Qwen/Qwen2-7B-Instruct', 'base_model:finetune:Qwen/Qwen2-7B-Instruct', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],193,https://huggingface.co/AITeamVN/Vi-Qwen2-1.5B-RAG
deepset/deberta-v3-base-squad2,9110,20,cc-by-4.0,"['transformers', 'pytorch', 'safetensors', 'deberta-v2', 'question-answering', 'deberta', 'deberta-v3', 'en', 'dataset:squad_v2', 'base_model:microsoft/deberta-v3-base', 'base_model:finetune:microsoft/deberta-v3-base', 'license:cc-by-4.0', 'model-index', 'endpoints_compatible', 'region:us', 'deploy:azure']",['adversarial'],4060,https://huggingface.co/deepset/deberta-v3-base-squad2
eliasalbouzidi/distilbert-nsfw-text-classifier,9066,23,apache-2.0,"['transformers', 'safetensors', 'distilbert', 'text-classification', 'Transformers', ' PyTorch', 'safety', 'innapropriate', 'DiffGuard', 'en', 'dataset:eliasalbouzidi/NSFW-Safe-Dataset', 'arxiv:2412.00064', 'base_model:distilbert/distilbert-base-uncased', 'base_model:finetune:distilbert/distilbert-base-uncased', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['safety'],964,https://huggingface.co/eliasalbouzidi/distilbert-nsfw-text-classifier
beowolx/CodeNinja-1.0-OpenChat-7B,8644,104,mit,"['transformers', 'safetensors', 'mistral', 'text-generation', 'code', 'text-generation-inference', 'conversational', 'en', 'dataset:glaiveai/glaive-code-assistant-v2', 'dataset:TokenBender/code_instructions_122k_alpaca_style', 'doi:10.57967/hf/1535', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],215,https://huggingface.co/beowolx/CodeNinja-1.0-OpenChat-7B
bartowski/granite-embedding-107m-multilingual-GGUF,8631,2,apache-2.0,"['gguf', 'language', 'granite', 'embeddings', 'multilingual', 'text-generation', 'en', 'ar', 'cs', 'de', 'es', 'fr', 'it', 'ja', 'ko', 'nl', 'pt', 'zh', 'base_model:ibm-granite/granite-embedding-107m-multilingual', 'base_model:quantized:ibm-granite/granite-embedding-107m-multilingual', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us', 'feature-extraction']",['eval'],19864,https://huggingface.co/bartowski/granite-embedding-107m-multilingual-GGUF
lightonai/GTE-ModernColBERT-v1,8606,144,apache-2.0,"['PyLate', 'safetensors', 'modernbert', 'ColBERT', 'sentence-transformers', 'sentence-similarity', 'feature-extraction', 'generated_from_trainer', 'dataset_size:640000', 'loss:Distillation', 'arxiv:1908.10084', 'base_model:Alibaba-NLP/gte-modernbert-base', 'base_model:finetune:Alibaba-NLP/gte-modernbert-base', 'license:apache-2.0', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],25317,https://huggingface.co/lightonai/GTE-ModernColBERT-v1
uukuguy/speechless-code-mistral-7b-v1.0,8604,18,apache-2.0,"['transformers', 'pytorch', 'mistral', 'text-generation', 'code', 'en', 'dataset:jondurbin/airoboros-2.2', 'dataset:Open-Orca/OpenOrca', 'dataset:garage-bAInd/Open-Platypus', 'dataset:WizardLM/WizardLM_evol_instruct_V2_196k', 'dataset:TokenBender/python_eval_instruct_51k', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",['eval'],525,https://huggingface.co/uukuguy/speechless-code-mistral-7b-v1.0
cloudyu/Mixtral_34Bx2_MoE_60B,8589,111,apache-2.0,"['transformers', 'safetensors', 'mixtral', 'text-generation', 'yi', 'moe', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",['eval'],2776,https://huggingface.co/cloudyu/Mixtral_34Bx2_MoE_60B
beademiguelperez/sentence-transformers-multilingual-e5-small,8589,1,mit,"['sentence-transformers', 'safetensors', 'bert', 'mteb', 'Sentence Transformers', 'sentence-similarity', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'arxiv:2402.05672', 'arxiv:2108.08787', 'arxiv:2104.08663', 'arxiv:2210.07316', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],181601,https://huggingface.co/beademiguelperez/sentence-transformers-multilingual-e5-small
alpindale/WizardLM-2-8x22B,8587,405,apache-2.0,"['transformers', 'safetensors', 'mixtral', 'text-generation', 'conversational', 'arxiv:2304.12244', 'arxiv:2306.08568', 'arxiv:2308.09583', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],2737,https://huggingface.co/alpindale/WizardLM-2-8x22B
Weyaxi/Bagel-Hermes-34B-Slerp,8570,1,apache-2.0,"['transformers', 'safetensors', 'llama', 'text-generation', 'mergekit', 'merge', 'conversational', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",['eval'],5548,https://huggingface.co/Weyaxi/Bagel-Hermes-34B-Slerp
infgrad/stella-base-en-v2,6938,16,mit,"['sentence-transformers', 'pytorch', 'bert', 'feature-extraction', 'sentence-similarity', 'mteb', 'en', 'arxiv:1612.00796', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],82005,https://huggingface.co/infgrad/stella-base-en-v2
ibm-granite/granite-3b-code-base-2k,6689,37,apache-2.0,"['transformers', 'safetensors', 'llama', 'text-generation', 'code', 'granite', 'dataset:codeparrot/github-code-clean', 'dataset:bigcode/starcoderdata', 'dataset:open-web-math/open-web-math', 'dataset:math-ai/StackMathQA', 'arxiv:2405.04324', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-generation-inference', 'region:us', 'deploy:azure']",['eval'],2208,https://huggingface.co/ibm-granite/granite-3b-code-base-2k
beingamit99/car_damage_detection,6672,24,mit,"['transformers', 'safetensors', 'vit', 'image-classification', 'car-damage-prediction', 'beit', 'transformer', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],124,https://huggingface.co/beingamit99/car_damage_detection
EleutherAI/deep-ignorance-unfiltered,6535,3,apache-2.0,"['transformers', 'safetensors', 'gpt_neox', 'text-generation', 'pytorch', 'causal-lm', 'pythia', 'safety', 'unlearning', 'data-filtering', 'interpretability', 'pretraining', 'eleutherai', 'gpt-neox', 'wmdp', 'cbrn', 'tamper-resistance', 'research', 'model-suite', '6.9b', 'circuit-breaking', 'knowledge-filtering', 'open-weight', 'biothreat', 'safety-research', 'model-diffing', 'training-dynamics', 'en', 'dataset:EleutherAI/deep-ignorance-pretraining-mix', 'dataset:EleutherAI/deep-ignorance-annealing-mix', 'arxiv:2508.06601', 'base_model:EleutherAI/deep-ignorance-pretraining-stage-unfiltered', 'base_model:finetune:EleutherAI/deep-ignorance-pretraining-stage-unfiltered', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",['safety'],576,https://huggingface.co/EleutherAI/deep-ignorance-unfiltered
allenai/specter2_aug2023refresh_base,6293,3,apache-2.0,"['transformers', 'pytorch', 'bert', 'feature-extraction', 'dataset:allenai/scirepeval', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],50,https://huggingface.co/allenai/specter2_aug2023refresh_base
allenai/Olmo-3-1125-32B,6133,83,apache-2.0,"['transformers', 'safetensors', 'olmo3', 'text-generation', 'conversational', 'en', 'dataset:allenai/dolma3_mix-5.5T-1125', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],3977,https://huggingface.co/allenai/Olmo-3-1125-32B
opensearch-project/opensearch-neural-sparse-encoding-doc-v3-distill,6100,8,apache-2.0,"['sentence-transformers', 'safetensors', 'distilbert', 'fill-mask', 'learned sparse', 'opensearch', 'transformers', 'retrieval', 'passage-retrieval', 'document-expansion', 'bag-of-words', 'sparse-encoder', 'sparse', 'asymmetric', 'inference-free', 'splade', 'feature-extraction', 'en', 'arxiv:2504.14839', 'license:apache-2.0', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],309,https://huggingface.co/opensearch-project/opensearch-neural-sparse-encoding-doc-v3-distill
UmeAiRT/FLUX.1-dev-LoRA-Modern_Pixel_art,6039,55,mit,"['diffusers', 'text-to-image', 'lora', 'template:sd-lora', 'flux', ' image-generation', 'dataset:UmeAiRT/Ume-Modern_Pixel_Art', 'base_model:black-forest-labs/FLUX.1-dev', 'base_model:adapter:black-forest-labs/FLUX.1-dev', 'license:mit', 'region:us']",['eval'],1785,https://huggingface.co/UmeAiRT/FLUX.1-dev-LoRA-Modern_Pixel_art
lightonai/modernbert-embed-large,5888,27,apache-2.0,"['sentence-transformers', 'onnx', 'safetensors', 'modernbert', 'feature-extraction', 'sentence-similarity', 'mteb', 'transformers.js', 'en', 'arxiv:2402.01613', 'arxiv:2412.13663', 'base_model:answerdotai/ModernBERT-large', 'base_model:quantized:answerdotai/ModernBERT-large', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],585154,https://huggingface.co/lightonai/modernbert-embed-large
Lajavaness/bilingual-embedding-small,5761,8,apache-2.0,"['sentence-transformers', 'safetensors', 'bilingual', 'feature-extraction', 'sentence-similarity', 'transformers', 'sentence-embedding', 'mteb', 'custom_code', 'fr', 'en', 'arxiv:2010.08240', 'arxiv:1911.02116', 'arxiv:1908.10084', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],317537,https://huggingface.co/Lajavaness/bilingual-embedding-small
Marqo/marqo-ecommerce-embeddings-B,5557,38,apache-2.0,"['open_clip', 'safetensors', 'siglip', 'clip', 'ecommerce', 'multimodal retrieval', 'transformers', 'openCLIP', 'custom_code', 'dataset:Marqo/amazon-products-eval', 'dataset:Marqo/google-shopping-general-eval', 'license:apache-2.0', 'region:us']",['eval'],169,https://huggingface.co/Marqo/marqo-ecommerce-embeddings-B
Hiveurban/multilingual-e5-large-pooled,4857,2,mit,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'xlm-roberta', 'mteb', 'Sentence Transformers', 'sentence-similarity', 'feature-extraction', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'arxiv:2402.05672', 'arxiv:2108.08787', 'arxiv:2104.08663', 'arxiv:2210.07316', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],181466,https://huggingface.co/Hiveurban/multilingual-e5-large-pooled
Mihaiii/Venusaur,4731,4,mit,"['sentence-transformers', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'gte', 'mteb', 'dataset:Mihaiii/qa-assistant', 'base_model:Mihaiii/Bulbasaur', 'base_model:quantized:Mihaiii/Bulbasaur', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],591776,https://huggingface.co/Mihaiii/Venusaur
MongoDB/mdbr-leaf-mt,4658,8,apache-2.0,"['sentence-transformers', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'transformers', 'sentence-similarity', 'text-embeddings-inference', 'information-retrieval', 'knowledge-distillation', 'transformers.js', 'en', 'arxiv:2509.12539', 'arxiv:2205.13147', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],252,https://huggingface.co/MongoDB/mdbr-leaf-mt
SanctumAI/granite-3b-code-instruct-GGUF,4555,1,apache-2.0,"['transformers', 'gguf', 'ibm-granite-code', 'code', 'granite', 'text-generation', 'dataset:bigcode/commitpackft', 'dataset:TIGER-Lab/MathInstruct', 'dataset:meta-math/MetaMathQA', 'dataset:glaiveai/glaive-code-assistant-v3', 'dataset:glaive-function-calling-v2', 'dataset:bugdaryan/sql-create-context-instruction', 'dataset:garage-bAInd/Open-Platypus', 'dataset:nvidia/HelpSteer', 'arxiv:2405.04324', 'base_model:ibm-granite/granite-3b-code-base-2k', 'base_model:quantized:ibm-granite/granite-3b-code-base-2k', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us', 'conversational']",['eval'],1994,https://huggingface.co/SanctumAI/granite-3b-code-instruct-GGUF
medkit/DrBERT-CASM2,4454,4,mit,"['transformers', 'pytorch', 'safetensors', 'bert', 'token-classification', 'medical', 'biomedical', 'medkit-lib', 'fr', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],355,https://huggingface.co/medkit/DrBERT-CASM2
deepset/roberta-large-squad2,4451,28,cc-by-4.0,"['transformers', 'pytorch', 'jax', 'safetensors', 'roberta', 'question-answering', 'en', 'dataset:squad_v2', 'base_model:FacebookAI/roberta-large', 'base_model:finetune:FacebookAI/roberta-large', 'license:cc-by-4.0', 'model-index', 'endpoints_compatible', 'region:us', 'deploy:azure']",['adversarial'],2979,https://huggingface.co/deepset/roberta-large-squad2
CodeGoat24/UnifiedReward-qwen-7b,4436,6,mit,"['safetensors', 'qwen2_5_vl', 'dataset:CodeGoat24/HPD', 'dataset:CodeGoat24/LiFT-HRA', 'dataset:CodeGoat24/OIP', 'dataset:CodeGoat24/EvalMuse', 'dataset:CodeGoat24/ShareGPTVideo-DPO', 'dataset:CodeGoat24/VideoFeedback', 'dataset:CodeGoat24/LLaVA-Critic-113k', 'dataset:CodeGoat24/VideoDPO', 'arxiv:2503.05236', 'base_model:Qwen/Qwen2.5-VL-7B-Instruct', 'base_model:finetune:Qwen/Qwen2.5-VL-7B-Instruct', 'license:mit', 'region:us']",['eval'],253,https://huggingface.co/CodeGoat24/UnifiedReward-qwen-7b
infinitejoy/wav2vec2-large-xls-r-300m-bulgarian,4428,2,apache-2.0,"['transformers', 'pytorch', 'wav2vec2', 'automatic-speech-recognition', 'mozilla-foundation/common_voice_7_0', 'generated_from_trainer', 'bg', 'robust-speech-event', 'model_for_talk', 'hf-asr-leaderboard', 'dataset:mozilla-foundation/common_voice_7_0', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us']","['robust', 'eval']",1360,https://huggingface.co/infinitejoy/wav2vec2-large-xls-r-300m-bulgarian
Omartificial-Intelligence-Space/Arabert-all-nli-triplet-Matryoshka,4344,11,apache-2.0,"['sentence-transformers', 'safetensors', 'bert', 'feature-extraction', 'mteb', 'transformers', 'sentence-similarity', 'generated_from_trainer', 'dataset_size:557850', 'loss:MatryoshkaLoss', 'loss:MultipleNegativesRankingLoss', 'ar', 'dataset:Omartificial-Intelligence-Space/Arabic-NLi-Triplet', 'arxiv:1908.10084', 'arxiv:2205.13147', 'arxiv:1705.00652', 'arxiv:2407.21139', 'base_model:aubmindlab/bert-base-arabertv02', 'base_model:finetune:aubmindlab/bert-base-arabertv02', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],390248,https://huggingface.co/Omartificial-Intelligence-Space/Arabert-all-nli-triplet-Matryoshka
bartowski/PocketDoc_Dans-PersonalityEngine-V1.3.0-24b-GGUF,4329,34,apache-2.0,"['gguf', 'general-purpose', 'roleplay', 'storywriting', 'chemistry', 'biology', 'code', 'climate', 'axolotl', 'text-generation-inference', 'finetune', 'legal', 'medical', 'finance', 'text-generation', 'en', 'ar', 'de', 'fr', 'es', 'hi', 'pt', 'ja', 'ko', 'dataset:PocketDoc/Dans-Prosemaxx-RP', 'dataset:PocketDoc/Dans-Personamaxx-Logs-2', 'dataset:PocketDoc/Dans-Personamaxx-VN', 'dataset:PocketDoc/Dans-Kinomaxx-VanillaBackrooms', 'dataset:PocketDoc/Dans-Prosemaxx-Gutenberg', 'dataset:PocketDoc/Dans-Prosemaxx-Cowriter-3-XL', 'dataset:PocketDoc/Dans-Prosemaxx-Adventure', 'dataset:PocketDoc/Dans-Failuremaxx-Adventure-3', 'dataset:PocketDoc/Dans-Prosemaxx-InstructWriter-ZeroShot-2', 'dataset:PocketDoc/Dans-Prosemaxx-InstructWriter-ZeroShot-3', 'dataset:PocketDoc/Dans-Prosemaxx-InstructWriter-Continue-2', 'dataset:PocketDoc/Dans-Prosemaxx-Instructwriter-Long', 'dataset:PocketDoc/Dans-Prosemaxx-RepRemover-1', 'dataset:PocketDoc/Dans-MemoryCore-CoreCurriculum-Small', 'dataset:AquaV/US-Army-Survival-Sharegpt', 'dataset:AquaV/Multi-Environment-Operations-Sharegpt', 'dataset:AquaV/Resistance-Sharegpt', 'dataset:AquaV/Interrogation-Sharegpt', 'dataset:AquaV/Chemical-Biological-Safety-Applications-Sharegpt', 'dataset:AquaV/Energetic-Materials-Sharegpt', 'dataset:PocketDoc/Dans-Mathmaxx', 'dataset:PJMixers/Math-Multiturn-1K-ShareGPT', 'dataset:PocketDoc/Dans-Taskmaxx', 'dataset:PocketDoc/Dans-Taskmaxx-DataPrepper', 'dataset:PocketDoc/Dans-Taskmaxx-ConcurrentQA-Reworked', 'dataset:PocketDoc/Dans-Taskmaxx-TableGPT', 'dataset:PocketDoc/Dans-Taskmaxx-SciRIFF', 'dataset:PocketDoc/Dans-Taskmaxx-Edit', 'dataset:PocketDoc/Dans-Toolmaxx-Agent', 'dataset:PocketDoc/Dans-Toolmaxx-ShellCommands', 'dataset:PocketDoc/Dans-Toolmaxx-Functions-Toolbench', 'dataset:PocketDoc/Dans-Toolmaxx-Functions-ToolACE', 'dataset:PocketDoc/Dans-Toolmaxx-Functions-apigen-subset', 'dataset:PocketDoc/Dans-Assistantmaxx-OpenAssistant2', 'dataset:PocketDoc/Dans-Assistantmaxx-Opus-Merge-2', 'dataset:PocketDoc/Dans-Assistantmaxx-sonnetorca-subset', 'dataset:PocketDoc/Dans-Assistantmaxx-sonnetorca-subset-2', 'dataset:PocketDoc/Dans-Assistantmaxx-Synthia', 'dataset:PocketDoc/Dans-Assistantmaxx-ASL', 'dataset:PocketDoc/Dans-Assistantmaxx-PersonaLLM-Opus', 'dataset:PocketDoc/Dans-Assistantmaxx-LongAlign', 'dataset:PocketDoc/Dans-Assistantmaxx-OpenLeecher-Instruct', 'dataset:PocketDoc/Dans-Assistantmaxx-Tulu3-IF', 'dataset:PocketDoc/Dans-Systemmaxx', 'dataset:PocketDoc/Dans-Logicmaxx-SAT-AP', 'dataset:PJMixers/grimulkan_theory-of-mind-ShareGPT', 'dataset:PJMixers/grimulkan_physical-reasoning-ShareGPT', 'dataset:PocketDoc/Dans-Reasoningmaxx-NaturalReasoning', 'dataset:PocketDoc/Dans-Reasoningmaxx-WebInstruct', 'dataset:PocketDoc/Dans-Reasoningmaxx-GeneralReasoning', 'dataset:PocketDoc/Dans-Assistantmaxx-ClosedInstruct', 'base_model:PocketDoc/Dans-PersonalityEngine-V1.3.0-24b', 'base_model:quantized:PocketDoc/Dans-PersonalityEngine-V1.3.0-24b', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'conversational']",['safety'],2597,https://huggingface.co/bartowski/PocketDoc_Dans-PersonalityEngine-V1.3.0-24b-GGUF
mradermacher/Diver-GroupRank-7B-i1-GGUF,4269,0,apache-2.0,"['transformers', 'gguf', 'passage ranking', 'text-ranking', 'reasoning', 'Information-Retrieval', 'en', 'dataset:xlangai/BRIGHT', 'dataset:liuwenhan/reasonrank_data_13k', 'base_model:AQ-MedAI/Diver-GroupRank-7B', 'base_model:quantized:AQ-MedAI/Diver-GroupRank-7B', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'imatrix', 'conversational']",['eval'],292,https://huggingface.co/mradermacher/Diver-GroupRank-7B-i1-GGUF
ytu-ce-cosmos/turkish-e5-large,4209,24,mit,"['safetensors', 'xlm-roberta', 'Turkish', 'turkish', 'retrieval', 'passage-retrieval', 'feature-extraction', 'tr', 'arxiv:2307.14134', 'base_model:intfloat/multilingual-e5-large-instruct', 'base_model:finetune:intfloat/multilingual-e5-large-instruct', 'license:mit', 'region:us']",['eval'],172,https://huggingface.co/ytu-ce-cosmos/turkish-e5-large
DMetaSoul/sbert-chinese-general-v1,4152,6,apache-2.0,"['sentence-transformers', 'pytorch', 'bert', 'feature-extraction', 'sentence-similarity', 'transformers', 'semantic-search', 'chinese', 'mteb', 'zh', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],34378,https://huggingface.co/DMetaSoul/sbert-chinese-general-v1
bartowski/TheBeagle-v2beta-32B-MGS-GGUF,2652,4,mit,"['gguf', 'text-generation', 'en', 'dataset:Magpie-Align/Magpie-Pro-300K-Filtered', 'base_model:fblgit/TheBeagle-v2beta-32B-MGS', 'base_model:quantized:fblgit/TheBeagle-v2beta-32B-MGS', 'license:mit', 'model-index', 'endpoints_compatible', 'region:us', 'imatrix', 'conversational']",['eval'],2930,https://huggingface.co/bartowski/TheBeagle-v2beta-32B-MGS-GGUF
ytu-ce-cosmos/turkish-gpt2-large-750m-instruct-v0.1,2647,41,mit,"['transformers', 'safetensors', 'gpt2', 'text-generation', 'Turkish', 'turkish', 'instruction-tuning', 'alpaca', 'conversational', 'tr', 'arxiv:2404.17336', 'base_model:ytu-ce-cosmos/turkish-gpt2-large', 'base_model:finetune:ytu-ce-cosmos/turkish-gpt2-large', 'license:mit', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['risk'],1446,https://huggingface.co/ytu-ce-cosmos/turkish-gpt2-large-750m-instruct-v0.1
lmms-lab/llava-onevision-qwen2-0.5b-si,2644,15,apache-2.0,"['transformers', 'safetensors', 'llava', 'text-generation', 'multimodal', 'conversational', 'en', 'zh', 'dataset:lmms-lab/LLaVA-OneVision-Data', 'arxiv:2408.03326', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],3851,https://huggingface.co/lmms-lab/llava-onevision-qwen2-0.5b-si
SanctumAI/granite-8b-code-instruct-GGUF,2638,6,apache-2.0,"['transformers', 'gguf', 'ibm-granite-code', 'code', 'granite', 'text-generation', 'dataset:bigcode/commitpackft', 'dataset:TIGER-Lab/MathInstruct', 'dataset:meta-math/MetaMathQA', 'dataset:glaiveai/glaive-code-assistant-v3', 'dataset:glaive-function-calling-v2', 'dataset:bugdaryan/sql-create-context-instruction', 'dataset:garage-bAInd/Open-Platypus', 'dataset:nvidia/HelpSteer', 'arxiv:2405.04324', 'base_model:ibm-granite/granite-8b-code-base-4k', 'base_model:quantized:ibm-granite/granite-8b-code-base-4k', 'license:apache-2.0', 'model-index', 'region:us', 'conversational']",['eval'],2013,https://huggingface.co/SanctumAI/granite-8b-code-instruct-GGUF
lmstudio-community/deepseek-coder-6.7B-kexer-GGUF,2613,4,apache-2.0,"['gguf', 'code', 'text-generation', 'dataset:JetBrains/KExercises', 'base_model:JetBrains/deepseek-coder-6.7B-kexer', 'base_model:quantized:JetBrains/deepseek-coder-6.7B-kexer', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'imatrix']",['eval'],588,https://huggingface.co/lmstudio-community/deepseek-coder-6.7B-kexer-GGUF
ApsaraStackMaaS/EvoQwen2.5-VL-Retriever-3B-v1,2595,4,apache-2.0,"['safetensors', 'qwen2_5_vl', 'visual-document-retrieval', 'en', 'dataset:vidore/colpali_train_set', 'dataset:openbmb/VisRAG-Ret-Train-Synthetic-data', 'dataset:openbmb/VisRAG-Ret-Train-In-domain-data', 'base_model:vidore/colqwen2.5-base', 'base_model:finetune:vidore/colqwen2.5-base', 'license:apache-2.0', 'region:us']",['eval'],232,https://huggingface.co/ApsaraStackMaaS/EvoQwen2.5-VL-Retriever-3B-v1
